id,name,manufacturer,pack,weight,height,width,length,cost
4202,White Generic Paperclips,Offices-R-Us,610,976,0.5,0.3,0.4,115.34
4203,Tiny Generic Green Post It Notes,6% Solution,36,57.6,0.5,0.3,0.4,2.54
4204,Medium Black Generic Thumbtacks,Offices-R-Us,720,4608,2,1.2,1.6,165.98
4205,Tiny Red Ink Pens,6% Solution,570,3648,2,1.2,1.6,134.56
4206,Duck Lake High Quality Green Large Thumbtacks,Duck Lake,400,3200,2.5,1.5,2,92.02
4207,High Quality Pink Large Stapler by Deep Office Supplies,Deep Office Supplies,7,112,5,3,4,67.46
4208,Duck Lake White Generic Thumbtacks,Duck Lake,670,3216,1.5,0.9,1.2,157.7
4209,Duck Lake Tiny Black Tablets,Duck Lake,980,7840,2.5,1.5,2,605.2
4210,Generic Small Brown Ink Pens,6% Solution,310,2480,2.5,1.5,2,125.03
4211,Duck Lake High Quality Black Ink Pens,Duck Lake,170,1088,2,1.2,1.6,86.49
4212,High Quality Red Tiny Stapler by WizBang,WizBang,1,11.2,3.5,2.1,2.8,11.07
4213,Large Generic Red Paperclips by WizBang,WizBang,800,5120,2,1.2,1.6,86.78
4214,Green Medium Generic Paperweights,Offices-R-Us,3,38.4,4,2.4,3.2,11.57
4215,Medium Generic Red Ink Pens,Offices-R-Us,860,8256,3,1.8,2.4,208.06
4216,High Quality Brown Small Pencils by WizBang,WizBang,200,1280,2,1.2,1.6,65.9
4217,High Quality Blue Large Ink Pens by WizBang,WizBang,950,10640,3.5,2.1,2.8,342.23
4218,Small Green Post It Notes,6% Solution,85,136,0.5,0.3,0.4,14.64
4219,Blue Large Thumbtacks by Deep Office Supplies,Deep Office Supplies,640,5120,2.5,1.5,2,129.97
4220,Green Generic Pencils by WizBang,WizBang,640,6144,3,1.8,2.4,136.07
4221,Black Generic Small Post It Notes by WizBang,WizBang,14,22.4,0.5,0.3,0.4,5.26
4222,High Quality Large Brown Thumbtacks by WizBang,WizBang,820,6560,2.5,1.5,2,208.82
4223,Tiny High Quality Post It Notes by Deep Office Supplies,Deep Office Supplies,2,3.2,0.5,0.3,0.4,0.95
4224,Tiny Blue High Quality Paperweights,Offices-R-Us,3,28.8,3,1.8,2.4,11.57
4225,White Tiny High Quality Pencils,6% Solution,140,672,1.5,0.9,1.2,56.71
4226,Pink Tiny Generic Post It Notes by Deep Office Supplies,Deep Office Supplies,65,104,0.5,0.3,0.4,23.1
4227,Generic Small Green Post It Notes,6% Solution,47,75.2,0.5,0.3,0.4,6.07
4228,Duck Lake Small Generic Ink Pens,Duck Lake,200,1600,2.5,1.5,2,117.16
4229,Large Brown Generic Post It Notes,6% Solution,35,168,1.5,0.9,1.2,13.76
4230,High Quality Pink Paperweights by Deep Office Supplies,Deep Office Supplies,9,100.8,3.5,2.1,2.8,33.95
4231,Generic Black Large Ink Pens,6% Solution,310,3472,3.5,2.1,2.8,164.68
4232,Red Medium Pencils by WizBang,WizBang,900,7200,2.5,1.5,2,144.14
4233,Generic Small Post It Notes,6% Solution,89,142.4,0.5,0.3,0.4,34.83
4234,Red Large High Quality Tablets,Offices-R-Us,690,8832,4,2.4,3.2,450.25
4235,Duck Lake Large Pink High Quality Tablets,Duck Lake,120,1536,4,2.4,3.2,155.38
4236,Duck Lake Generic Pink Thumbtacks,Duck Lake,280,1792,2,1.2,1.6,106.81
4237,Duck Lake Medium Green Post It Notes,Duck Lake,69,220.8,1,0.6,0.8,12.33
4238,Duck Lake Small Generic Red Ink Pens,Duck Lake,720,5760,2.5,1.5,2,159.1
4239,Generic Red Stapler,6% Solution,9,144,5,3,4,79.12
4240,Medium Green Generic Paperclips,Offices-R-Us,950,4560,1.5,0.9,1.2,97.71
4241,Duck Lake Blue Tiny Generic Thumbtacks,Duck Lake,770,2464,1,0.6,0.8,70.73
4242,Tiny White High Quality Thumbtacks by Deep Office Supplies,Deep Office Supplies,200,640,1,0.6,0.8,63.37
4243,Tiny Generic Thumbtacks by Deep Office Supplies,Deep Office Supplies,350,1120,1,0.6,0.8,39.71
4244,Brown Generic Small Stapler by WizBang,WizBang,4,51.2,4,2.4,3.2,39.16
4245,Green Generic Small Paperweights by Deep Office Supplies,Deep Office Supplies,10,112,3.5,2.1,2.8,32.59
4246,Small High Quality Pink Ink Pens by WizBang,WizBang,280,2240,2.5,1.5,2,164.51
4247,Tiny Black High Quality Post It Notes by WizBang,WizBang,47,75.2,0.5,0.3,0.4,14.74
4248,Brown Small Post It Notes by WizBang,WizBang,79,126.4,0.5,0.3,0.4,18.24
4249,Medium Generic Green Paperweights,Offices-R-Us,3,38.4,4,2.4,3.2,11.57
4250,Brown Generic Small Pencils,Offices-R-Us,990,6336,2,1.2,1.6,184.54
4251,Tiny High Quality Brown Post It Notes,6% Solution,76,121.6,0.5,0.3,0.4,17.67
4252,Duck Lake High Quality Tiny White Tablets,Duck Lake,790,6320,2.5,1.5,2,547.94
4253,Small Black Generic Stapler,6% Solution,10,128,4,2.4,3.2,88.26
4254,Medium High Quality Blue Stapler by WizBang,WizBang,8,115.2,4.5,2.7,3.6,72.66
4255,Duck Lake Green Tiny Stapler,Duck Lake,6,67.2,3.5,2.1,2.8,54.99
4256,Large White Stapler,6% Solution,8,128,5,3,4,74.56
4257,Brown Large Generic Stapler,Offices-R-Us,8,128,5,3,4,73.29
4258,Green Generic Large Stapler by Deep Office Supplies,Deep Office Supplies,10,160,5,3,4,87.49
4259,Duck Lake Small High Quality White Ink Pens,Duck Lake,250,2000,2.5,1.5,2,139.5
4260,Small Generic Pink Thumbtacks by Deep Office Supplies,Deep Office Supplies,550,2640,1.5,0.9,1.2,157.06
4261,Medium Generic White Stapler by WizBang,WizBang,10,144,4.5,2.7,3.6,89.8
4262,Duck Lake High Quality Tiny Brown Stapler,Duck Lake,8,89.6,3.5,2.1,2.8,72.02
4263,Medium Generic Paperclips,Offices-R-Us,240,1152,1.5,0.9,1.2,46.33
4264,Generic Blue Small Stapler,6% Solution,1,12.8,4,2.4,3.2,11.27
4265,White Tiny Generic Pencils by Deep Office Supplies,Deep Office Supplies,720,3456,1.5,0.9,1.2,172.62
4266,Brown High Quality Small Thumbtacks by WizBang,WizBang,140,672,1.5,0.9,1.2,40.64
4267,Small Pink Generic Pencils,6% Solution,680,4352,2,1.2,1.6,213.05
4268,Brown Small High Quality Tablets,6% Solution,820,7872,3,1.8,2.4,535.39
4269,Generic Tiny Blue Pencils,Offices-R-Us,840,4032,1.5,0.9,1.2,109.99
4270,High Quality Medium Ink Pens,6% Solution,230,2208,3,1.8,2.4,141.23
4271,High Quality Medium Red Pencils,6% Solution,950,7600,2.5,1.5,2,149.57
4272,Blue Small Generic Stapler,Offices-R-Us,9,115.2,4,2.4,3.2,79.12
4273,Black Medium Pencils,6% Solution,520,4160,2.5,1.5,2,156.01
4274,Duck Lake High Quality Red Large Ink Pens,Duck Lake,110,1232,3.5,2.1,2.8,55.15
4275,Black Tiny High Quality Ink Pens,6% Solution,760,4864,2,1.2,1.6,267.63
4276,Generic Green Large Thumbtacks by WizBang,WizBang,630,5040,2.5,1.5,2,106.11
4277,Large Red High Quality Paperclips,6% Solution,130,832,2,1.2,1.6,28.5
4278,Generic Medium Green Tablets by Deep Office Supplies,Deep Office Supplies,480,5376,3.5,2.1,2.8,327.67
4279,High Quality Black Paperweights by Deep Office Supplies,Deep Office Supplies,1,9.6,3,1.8,2.4,4.53
4280,Black Generic Tiny Thumbtacks,6% Solution,750,2400,1,0.6,0.8,120.13
4281,High Quality White Medium Thumbtacks,Offices-R-Us,100,640,2,1.2,1.6,47.14
4282,Tiny High Quality Brown Stapler by Deep Office Supplies,Deep Office Supplies,3,33.6,3.5,2.1,2.8,30.35
4283,Duck Lake Pink Small High Quality Ink Pens,Duck Lake,250,2000,2.5,1.5,2,150.7
4284,Large Generic Green Stapler by WizBang,WizBang,7,112,5,3,4,64.08
4285,Duck Lake Small White Generic Pencils,Duck Lake,350,2240,2,1.2,1.6,116.1
4286,Medium Brown Stapler by Deep Office Supplies,Deep Office Supplies,4,57.6,4.5,2.7,3.6,39.51
4287,Blue Medium Paperweights by WizBang,WizBang,7,89.6,4,2.4,3.2,25.56
4288,Large High Quality White Pencils by Deep Office Supplies,Deep Office Supplies,900,8640,3,1.8,2.4,316.81
4289,High Quality Medium Red Post It Notes by WizBang,WizBang,34,108.8,1,0.6,0.8,6.82
4290,Green Small High Quality Thumbtacks,6% Solution,570,2736,1.5,0.9,1.2,77.88
4291,Duck Lake Red Medium Ink Pens,Duck Lake,660,6336,3,1.8,2.4,172.7
4292,Generic Large Ink Pens by WizBang,WizBang,980,10976,3.5,2.1,2.8,319.05
4293,Generic White Tiny Paperweights by Deep Office Supplies,Deep Office Supplies,3,28.8,3,1.8,2.4,12.11
4294,Black Generic Large Pencils by WizBang,WizBang,350,3360,3,1.8,2.4,130.6
4295,High Quality Large White Paperclips by Deep Office Supplies,Deep Office Supplies,340,2176,2,1.2,1.6,131.49
4296,Red Large Generic Post It Notes by WizBang,WizBang,34,163.2,1.5,0.9,1.2,6.82
4297,Small Generic Red Tablets by Deep Office Supplies,Deep Office Supplies,980,9408,3,1.8,2.4,483.19
4298,Duck Lake Generic Tiny Red Paperclips,Duck Lake,150,240,0.5,0.3,0.4,2.03
4299,Duck Lake Generic White Pencils,Duck Lake,970,9312,3,1.8,2.4,303.16
4300,Pink High Quality Paperclips,6% Solution,210,1344,2,1.2,1.6,100.37
4301,Small Generic Green Pencils by WizBang,WizBang,840,5376,2,1.2,1.6,109.99
4302,Generic Red Small Post It Notes,6% Solution,43,68.8,0.5,0.3,0.4,2.95
4303,Red Small Stapler by Deep Office Supplies,Deep Office Supplies,6,76.8,4,2.4,3.2,54.5
4304,Red Large Pencils by Deep Office Supplies,Deep Office Supplies,260,2496,3,1.8,2.4,57.81
4305,Small Green High Quality Paperweights by Deep Office Supplies,Deep Office Supplies,2,22.4,3.5,2.1,2.8,8.07
4306,High Quality Tiny Brown Stapler,6% Solution,7,78.4,3.5,2.1,2.8,64.08
4307,Large High Quality Red Tablets by WizBang,WizBang,260,3328,4,2.4,3.2,217.47
4308,Tiny Black High Quality Paperclips,6% Solution,550,880,0.5,0.3,0.4,106.99
4309,Large Generic Green Ink Pens by WizBang,WizBang,760,8512,3.5,2.1,2.8,242.05
4310,Duck Lake Brown Generic Small Tablets,Duck Lake,570,5472,3,1.8,2.4,392.46
4311,High Quality Black Large Pencils,Offices-R-Us,600,5760,3,1.8,2.4,216.37
4312,Pink Small High Quality Thumbtacks by Deep Office Supplies,Deep Office Supplies,270,1296,1.5,0.9,1.2,103.86
4313,Duck Lake Blue Generic Tiny Thumbtacks,Duck Lake,320,1024,1,0.6,0.8,37.09
4314,Generic Small Brown Paperclips by WizBang,WizBang,240,768,1,0.6,0.8,46.33
4315,High Quality Small Pencils,Offices-R-Us,410,2624,2,1.2,1.6,65.47
4316,Duck Lake High Quality Tiny Black Stapler,Duck Lake,6,67.2,3.5,2.1,2.8,56.47
4317,Duck Lake High Quality Brown Small Tablets,Duck Lake,480,4608,3,1.8,2.4,364.4
4318,Pink High Quality Small Paperclips by WizBang,WizBang,710,2272,1,0.6,0.8,201.72
4319,Large Blue Stapler by WizBang,WizBang,9,144,5,3,4,80.52
4320,Small Generic Red Tablets,6% Solution,640,6144,3,1.8,2.4,358.75
4321,Duck Lake Tiny Blue High Quality Post It Notes,Duck Lake,78,124.8,0.5,0.3,0.4,13.65
4322,High Quality Blue Tiny Stapler by Deep Office Supplies,Deep Office Supplies,4,44.8,3.5,2.1,2.8,38.82
4323,Small High Quality Pink Paperclips by Deep Office Supplies,Deep Office Supplies,190,608,1,0.6,0.8,74.7
4324,Brown Medium Generic Tablets by Deep Office Supplies,Deep Office Supplies,740,8288,3.5,2.1,2.8,498.23
4325,Generic Tiny Red Post It Notes,Offices-R-Us,69,110.4,0.5,0.3,0.4,0.4
4326,Pink Tiny Paperweights,Offices-R-Us,10,96,3,1.8,2.4,35.67
4327,High Quality Small Blue Post It Notes by WizBang,WizBang,100,160,0.5,0.3,0.4,22.12
4328,Red High Quality Tiny Paperweights by WizBang,WizBang,3,28.8,3,1.8,2.4,11.04
4329,High Quality Brown Thumbtacks by WizBang,WizBang,450,3600,2.5,1.5,2,135.5
4330,High Quality Large Brown Stapler by Deep Office Supplies,Deep Office Supplies,10,160,5,3,4,89.8
4331,White Generic Small Post It Notes,Offices-R-Us,77,123.2,0.5,0.3,0.4,26.57
4332,Medium Black Generic Paperclips by WizBang,WizBang,810,3888,1.5,0.9,1.2,167.8
4333,Small Black Generic Ink Pens,6% Solution,740,5920,2.5,1.5,2,262.65
4334,Tiny Generic Green Stapler by Deep Office Supplies,Deep Office Supplies,6,67.2,3.5,2.1,2.8,54.5
4335,High Quality Large Paperweights,6% Solution,7,100.8,4.5,2.7,3.6,27.26
4336,Medium High Quality Thumbtacks,Offices-R-Us,550,3520,2,1.2,1.6,197.66
4337,White Medium High Quality Pencils,6% Solution,270,2160,2.5,1.5,2,118.94
4338,Generic Large Stapler,Offices-R-Us,10,160,5,3,4,87.49
4339,Medium Blue Generic Tablets by Deep Office Supplies,Deep Office Supplies,950,10640,3.5,2.1,2.8,562.67
4340,Tiny White Generic Paperweights by Deep Office Supplies,Deep Office Supplies,3,28.8,3,1.8,2.4,12.11
4341,Duck Lake High Quality Tiny Blue Paperweights,Duck Lake,4,38.4,3,1.8,2.4,14.93
4342,High Quality Tiny Pencils by Deep Office Supplies,Deep Office Supplies,270,1296,1.5,0.9,1.2,95.18
4343,High Quality Blue Large Stapler,6% Solution,8,128,5,3,4,73.29
4344,Large High Quality Green Pencils by WizBang,WizBang,190,1824,3,1.8,2.4,63.29
4345,Green Tiny Generic Ink Pens,6% Solution,990,6336,2,1.2,1.6,198.4
4346,Generic Tiny Stapler by Deep Office Supplies,Deep Office Supplies,8,89.6,3.5,2.1,2.8,72.66
4347,Duck Lake High Quality Large Pink Stapler,Duck Lake,2,32,5,3,4,22.27
4348,Medium High Quality Pencils by WizBang,WizBang,270,2160,2.5,1.5,2,95.18
4349,Duck Lake Generic Brown Pencils,Duck Lake,780,7488,3,1.8,2.4,208.68
4350,Generic Small Pencils by Deep Office Supplies,Deep Office Supplies,240,1536,2,1.2,1.6,54.33
4351,Generic Tiny Brown Tablets by Deep Office Supplies,Deep Office Supplies,940,7520,2.5,1.5,2,528.97
4352,Brown Tiny Ink Pens,6% Solution,550,3520,2,1.2,1.6,191.99
4353,Generic Black Tiny Stapler,6% Solution,6,67.2,3.5,2.1,2.8,55.98
4354,Medium Green High Quality Paperweights,6% Solution,9,115.2,4,2.4,3.2,31.14
4355,Medium Brown High Quality Ink Pens by WizBang,WizBang,380,3648,3,1.8,2.4,176.79
4356,Tiny Generic White Paperweights by Deep Office Supplies,Deep Office Supplies,9,86.4,3,1.8,2.4,31.84
4357,White Generic Tiny Stapler,Offices-R-Us,7,78.4,3.5,2.1,2.8,64.65
4358,Small High Quality Black Post It Notes,Offices-R-Us,91,145.6,0.5,0.3,0.4,30.47
4359,High Quality Large Post It Notes,Offices-R-Us,57,273.6,1.5,0.9,1.2,27.5
4360,Duck Lake Tiny Generic Blue Ink Pens,Duck Lake,580,3712,2,1.2,1.6,157.36
4361,Generic Red Thumbtacks,Offices-R-Us,680,2176,1,0.6,0.8,17.47
4362,Medium Generic Green Stapler,Offices-R-Us,3,43.2,4.5,2.7,3.6,30.09
4363,Medium White Ink Pens by WizBang,WizBang,790,7584,3,1.8,2.4,327.58
4364,Generic Tiny Tablets by Deep Office Supplies,Deep Office Supplies,280,2240,2.5,1.5,2,193.62
4365,Red Generic Medium Ink Pens by Deep Office Supplies,Deep Office Supplies,630,6048,3,1.8,2.4,167.04
4366,Generic Small Black Thumbtacks,6% Solution,660,3168,1.5,0.9,1.2,132.86
4367,Blue Tiny High Quality Paperweights,6% Solution,7,67.2,3,1.8,2.4,24.44
4368,Small Red Paperclips,Offices-R-Us,630,2016,1,0.6,0.8,28.48
4369,Tiny High Quality Pink Stapler by WizBang,WizBang,6,67.2,3.5,2.1,2.8,57.46
4370,Duck Lake Small Generic Blue Paperclips,Duck Lake,450,1440,1,0.6,0.8,57.28
4371,Tiny Brown Generic Stapler,Offices-R-Us,3,33.6,3.5,2.1,2.8,30.09
4372,Medium Generic Red Tablets,Offices-R-Us,430,4816,3.5,2.1,2.8,285.05
4373,Duck Lake Medium Blue Post It Notes,Duck Lake,59,188.8,1,0.6,0.8,14.33
4374,Duck Lake Generic Brown Small Stapler,Duck Lake,7,89.6,4,2.4,3.2,64.08
4375,Blue Medium Generic Paperclips by WizBang,WizBang,680,3264,1.5,0.9,1.2,101.03
4376,Duck Lake Blue Small Pencils,Duck Lake,250,1600,2,1.2,1.6,56.08
4377,Large White Generic Ink Pens by WizBang,WizBang,960,10752,3.5,2.1,2.8,404.84
4378,Generic Medium Pencils by WizBang,WizBang,110,880,2.5,1.5,2,29.2
4379,High Quality Red Paperweights by WizBang,WizBang,3,33.6,3.5,2.1,2.8,11.31
4380,Generic Green Ink Pens,6% Solution,960,7680,2.5,1.5,2,224.37
4381,Small Brown Ink Pens by Deep Office Supplies,Deep Office Supplies,970,7760,2.5,1.5,2,316.83
4382,Generic Small Pink Thumbtacks,6% Solution,150,720,1.5,0.9,1.2,57.92
4383,High Quality Tiny Ink Pens,6% Solution,470,3008,2,1.2,1.6,152.97
4384,Medium Generic Brown Post It Notes,Offices-R-Us,58,185.6,1,0.6,0.8,17.57
4385,Pink Small Thumbtacks by Deep Office Supplies,Deep Office Supplies,630,3024,1.5,0.9,1.2,173.29
4386,Generic Large Pink Paperclips by WizBang,WizBang,720,4608,2,1.2,1.6,228.36
4387,Small Pink Generic Ink Pens by WizBang,WizBang,300,2400,2.5,1.5,2,160.59
4388,Brown High Quality Medium Paperweights by WizBang,WizBang,2,25.6,4,2.4,3.2,8.63
4389,Duck Lake Green Medium High Quality Paperweights,Duck Lake,4,51.2,4,2.4,3.2,15.28
4390,Duck Lake High Quality Large Pencils,Duck Lake,270,2592,3,1.8,2.4,118.94
4391,Blue Tiny High Quality Stapler by Deep Office Supplies,Deep Office Supplies,5,56,3.5,2.1,2.8,47.27
4392,Large Red Generic Pencils,Offices-R-Us,960,9216,3,1.8,2.4,150.64
4393,Duck Lake Medium Pink High Quality Tablets,Duck Lake,500,5600,3.5,2.1,2.8,451.24
4394,Duck Lake Large White Generic Thumbtacks,Duck Lake,450,3600,2.5,1.5,2,153
4395,Duck Lake Tiny Green High Quality Post It Notes,Duck Lake,61,97.6,0.5,0.3,0.4,7.54
4396,Green Generic Small Ink Pens,Offices-R-Us,730,5840,2.5,1.5,2,185.53
4397,Duck Lake White Generic Small Stapler,Duck Lake,6,76.8,4,2.4,3.2,56.96
4398,Generic Black Thumbtacks by Deep Office Supplies,Deep Office Supplies,120,384,1,0.6,0.8,29.64
4399,Black Medium High Quality Paperweights,6% Solution,1,12.8,4,2.4,3.2,4.73
4400,Black High Quality Large Post It Notes by Deep Office Supplies,Deep Office Supplies,17,81.6,1.5,0.9,1.2,9.87
4401,Duck Lake Tiny High Quality Paperclips,Duck Lake,640,1024,0.5,0.3,0.4,51.45
4402,Duck Lake White Generic Small Paperclips,Duck Lake,830,2656,1,0.6,0.8,170.67
4403,Pink High Quality Ink Pens,Offices-R-Us,860,8256,3,1.8,2.4,403.29
4404,Red Medium Paperweights by WizBang,WizBang,7,89.6,4,2.4,3.2,23.87
4405,Duck Lake Generic Large Brown Paperweights,Duck Lake,10,144,4.5,2.7,3.6,35.67
4406,Black Generic Tiny Ink Pens,6% Solution,340,2176,2,1.2,1.6,134.16
4407,Generic Blue Large Ink Pens,Offices-R-Us,360,4032,3.5,2.1,2.8,154.91
4408,White Tiny Generic Stapler,6% Solution,9,100.8,3.5,2.1,2.8,80.52
4409,Small High Quality Brown Pencils by Deep Office Supplies,Deep Office Supplies,550,3520,2,1.2,1.6,142.24
4410,Large High Quality Red Stapler,6% Solution,5,80,5,3,4,47.68
4411,Generic Large Paperweights,6% Solution,6,86.4,4.5,2.7,3.6,21.35
4412,Duck Lake Medium Green Generic Post It Notes,Duck Lake,80,256,1,0.6,0.8,13.93
4413,Duck Lake Generic Green Paperweights,Duck Lake,10,144,4.5,2.7,3.6,34.13
4414,Duck Lake Medium Brown Generic Paperweights,Duck Lake,5,64,4,2.4,3.2,19.02
4415,Small Red Ink Pens by Deep Office Supplies,Deep Office Supplies,960,7680,2.5,1.5,2,224.37
4416,Tiny Generic Red Pencils,6% Solution,510,2448,1.5,0.9,1.2,38.57
4417,Medium White Ink Pens,6% Solution,160,1536,3,1.8,2.4,98.18
4418,High Quality Tiny Paperweights,Offices-R-Us,6,57.6,3,1.8,2.4,20.85
4419,Generic Medium Paperweights by WizBang,WizBang,3,38.4,4,2.4,3.2,11.84
4420,High Quality Small Brown Thumbtacks,Offices-R-Us,580,2784,1.5,0.9,1.2,121.06
4421,Duck Lake High Quality Green Large Paperclips,Duck Lake,380,2432,2,1.2,1.6,81.33
4422,Green Medium High Quality Thumbtacks by WizBang,WizBang,220,1408,2,1.2,1.6,48.02
4423,Large High Quality Ink Pens,6% Solution,150,1680,3.5,2.1,2.8,78.28
4424,High Quality Brown Large Thumbtacks,Offices-R-Us,450,3600,2.5,1.5,2,135.5
4425,Duck Lake Blue High Quality Small Ink Pens,Duck Lake,890,7120,2.5,1.5,2,270.15
4426,Duck Lake Tiny Generic Ink Pens,Duck Lake,250,1600,2,1.2,1.6,72.33
4427,White High Quality Medium Paperclips by WizBang,WizBang,120,576,1.5,0.9,1.2,51.74
4428,High Quality Black Stapler,Offices-R-Us,6,96,5,3,4,57.95
4429,Tiny Pink Generic Paperclips by WizBang,WizBang,740,1184,0.5,0.3,0.4,157.49
4430,High Quality Medium Ink Pens by WizBang,WizBang,950,9120,3,1.8,2.4,252.64
4431,White High Quality Medium Stapler by WizBang,WizBang,2,28.8,4.5,2.7,3.6,21.9
4432,Large Brown Generic Paperweights by Deep Office Supplies,Deep Office Supplies,2,28.8,4.5,2.7,3.6,8.63
4433,White High Quality Pencils by WizBang,WizBang,500,3200,2,1.2,1.6,170.5
4434,Small Red Generic Thumbtacks,Offices-R-Us,550,2640,1.5,0.9,1.2,35.29
4435,Tiny Brown Generic Paperclips by WizBang,WizBang,590,944,0.5,0.3,0.4,69.88
4436,Black Large Generic Paperclips by WizBang,WizBang,310,1984,2,1.2,1.6,96.11
4437,Generic Small Pink Ink Pens,Offices-R-Us,320,2560,2.5,1.5,2,168.72
4438,White Generic Tiny Paperweights,Offices-R-Us,9,86.4,3,1.8,2.4,31.84
4439,Brown Generic Medium Paperclips,Offices-R-Us,760,3648,1.5,0.9,1.2,134.89
4440,Small Generic Tablets,6% Solution,810,7776,3,1.8,2.4,450.57
4441,Duck Lake Pink Small Generic Thumbtacks,Duck Lake,940,4512,1.5,0.9,1.2,229.45
4442,Large High Quality Red Tablets by Deep Office Supplies,Deep Office Supplies,200,2560,4,2.4,3.2,177.17
4443,Generic Small Paperclips by WizBang,WizBang,490,1568,1,0.6,0.8,135.6
4444,Pink Large Generic Ink Pens by WizBang,WizBang,420,4704,3.5,2.1,2.8,240.48
4445,High Quality Brown Paperweights by WizBang,WizBang,1,14.4,4.5,2.7,3.6,4.73
4446,High Quality Medium Post It Notes by WizBang,WizBang,84,268.8,1,0.6,0.8,42.57
4447,High Quality Green Large Ink Pens by Deep Office Supplies,Deep Office Supplies,970,10864,3.5,2.1,2.8,316.83
4448,Red Tiny Generic Pencils,6% Solution,890,4272,1.5,0.9,1.2,57.36
4449,Pink Small High Quality Paperclips by Deep Office Supplies,Deep Office Supplies,500,1600,1,0.6,0.8,156.56
4450,Tiny Green Generic Paperclips,6% Solution,640,1024,0.5,0.3,0.4,28.8
4451,High Quality Tiny Thumbtacks by Deep Office Supplies,Deep Office Supplies,240,768,1,0.6,0.8,29.71
4452,Black Tiny High Quality Ink Pens,6% Solution,910,5824,2,1.2,1.6,303.31
4453,Medium Generic Green Paperweights,6% Solution,8,102.4,4,2.4,3.2,27.46
4454,High Quality Small Blue Stapler,Offices-R-Us,7,89.6,4,2.4,3.2,64.08
4455,Generic Tiny Stapler by WizBang,WizBang,4,44.8,3.5,2.1,2.8,39.16
